title,desc
Newsgator posts roadmap for the future of RSS,"[<p id=""speakable-summary""><a href=""http://www.newsgator.com""><img alt="""" style=""float:right;""/></a><a href=""http://www.newsgator.com"">Newsgator</a> and <a href=""http://feedburner.com"">Feedburner</a> are the two most active companies in the RSS space right now.  When either of these companies say anything, I pay close attention.  Yesterday Newsgator founder and CTO Greg Reinacker (listen to an interview with Greg Reinacker and executives from other feed readers on <a href=""http://www.talkcrunch.com/2006/04/03/episode-4-battle-of-the-online-feed-readers/"">TalkCrunch</a>) posted something that everyone interested in the future of RSS should pay attention to – a big <a href=""http://www.rassoc.com/gregr/weblog/archive.aspx?post=811"">roadmap for the company’s near term future</a>.</p>, <p>Newsgator properties (including the Mac NetNewsWire) are the second most frequently used feed readers by TechCrunch subscribers <a href=""http://www.crunchnotes.com/?p=229"">according to Mike’s post on CrunchNotes</a> – behind FireFox.  I think the company’s roadmap speaks to the future of RSS syndication in general.  What are the most recent innovations at <a href=""http://blogines.com"">Bloglines</a>?  Folding blog search into Ask.com and supporting flash inside the reader.  The Newsgator next steps discussed in Reinacker’s post blow those away.  I think that these are the features and issues that we’ll see from every other vendor in this space.</p>, <p>Highlights discussed below include: </p>, <p><span id=""more-1995""></span><br/>
Here’s my summary of and thoughts on the roadmap points.</p>, <p>RSS is the foundation of almost everything Web 2.0 – isn’t it?  It’s what makes blog readership scalable, podcasts subscribable, wiki changes watchable and so much more.  If Newsgatgor can succeed in offering the kind of innovative features this roadmap alludes to, without falling into the trap of crass commercialism, Reinacker’s vision could be deeply influential for the future of the medium.</p>]"
PayPerPost.com offers to sell your soul,"[<p id=""speakable-summary""><a href=""http://www.payperpost.com""><img alt="""" style=""float:left;""/></a>Ted Murphy, CEO of advertising firm <a href=""http://mindcomet.com"">Mindcomet</a>, has launched a new service called <a href=""http://payperpost.com"">PayPerPost.com</a>.  You guessed it, it’s a marketplace for companies to connect with bloggers who are willing to blog about a product – for a price.  The companies can set guidelines for their requests such as whether a picture must be included and whether they will only pay for positive blog coverage. <strong> There does not appear to be any requirement that the payment for coverage be disclosed.  There is a requirement that PayPerPost.com must approve your post before you are paid.</strong>  Wow.</p>, <p>TechCrunch does not accept payment for posts.</p>, <p>Is this a bad joke designed to torpedo the blogosphere’s credibility in general? It doesn’t appear to be.  If we’re all trying to negotiate a space between Hollywood and mainstream journalism, this is taking things way too far towards the most insipid parts of Hollywood.</p>, <p>Clearly comfortable with the “all press is good press” paradigm, Murphy is emailing bloggers with a link to scathing coverage at Business Week (“<a href=""http://www.businessweek.com/magazine/content/06_28/b3992034.htm"">Polluting the Blogosphere</a>“) and even includes the words “As seen in Business Week” in the company logo.  Blogger Jeremiah Owyang gave us the tip on PayPerPost.com and assures us that though he has <a href=""http://jeremiahthewebprophet.blogspot.com/2006/06/mindcomet-launches-blogger-mercenary.html"">grave concerns about this</a>, Ted Murphy is not the devil.  I don’t know if I’m convinced.</p>, <p>If you visit the Mindcomet.com website you’ll see that they do advertising for some very high profile clients.  I can imagine many of them wouldn’t want to be associated with a project like this at all.  Like EarthLink.  They have a major campaign underway to improve advertising by paying people to make authentic promotional materials for them.  How ironic.</p>]"
Yamaha's Fuel Cell Scooter Ready To Roll,"[<p id=""speakable-summary""><img/></p>, <p>Yamaha is set to debut a new pseudo-125cc fuel cell-powered scooter at this week’s International Battery, Hybrid and Fuel Cell Electric Vehicle Symposium &amp; Exposition in Yokohama. The scooter has a secondary Lithium Ion battery that charges from the main Hydrogen fuel cell.</p>, <p>If Yamaha puts the little bike into production, it would be the first mass-produced fuel cell vehicle on the planet. Currently, Fuel Cell technology is not efficient enough for full-sized automobiles, but by proving the technology can work at a slightly smaller scale, that could change.</p>, <p>Now all we need is some Hydrogen-powered motorcycles for some full on Nerdrophenia Tom-Foolery, with soundtrack courtesy of The Who.</p>, <p><a href=""http://techon.nikkeibp.co.jp/english/NEWS_EN/20061024/122600/"" target=""_blank"">Yamaha Motor Develops Fuel Cell Scooter</a> [Tech On]</p>]"
Soonr brings Mac desktop to your phone,"[<p id=""speakable-summary""><a href=""http://www.soonr.com""><img alt="""" style=""float:right;""/></a><a href=""http://www.soonr.com"">Soonr</a>, the company that lets you access desktop files and Skype from your mobile phone, has released a version for the Mac.  Mike <a href=""http://www.beta.techcrunch.com/2006/05/03/soonr-use-skype-on-your-cell-phone/#comments"">profiled Soonr in May</a> and the lack of Mac support was his one complaint.  The new version is integrated with Spotlight and can render Photoshop files from your desktop into jpg for viewing on your phone.  Looks cool.</p>]"
The Supernova 12,"[<p id=""speakable-summary"">Over 100 startups applied to present their companies at the TechCrunch-sponsored <a href=""http://www.supernova2006.com/go/connected-innovators"">Connected Innovators</a> program at the Supernova conference last week. Twelve were selected and had a chance to launch their new products to an audience of hundreds.</p>, <p>I drafted some real-time notes of the products demo’d and launched at event at <a href=""http://www.crunchnotes.com/?p=227"">CrunchNotes</a>, and my more complete notes are below.</p>, <p><big> <strong>Sharpcast</strong></big></p>, <p>Palo Alto-based <a href=""http://www.sharpcast.com"">Sharpcast</a> (TechCrunch posts <a href=""http://www.beta.techcrunch.com/tag/sharpcast"">here</a>) has developed a platform to sync application data across your computers and mobile devices. Their first showcase application is <a href=""http://www.beta.techcrunch.com/2006/05/30/sharpcast-opens-to-the-public/"">Sharpcast Photos</a>, which not only pushes photos from one device/computer to others, it also keeps them synced. Make a change on one and it pushes the changes to the other copies as well. There are lots of new applicaitions coming as well (documents, calendar, contacts). The company, which has raised $16.5 million in capital, will be application-agnostic so you don’t have to switch to using new software. Windows only today, Mac coming soon.</p>, <p><big> <strong>Webaroo</strong></big><br/>
<a href=""http://www.webaroo.com""><br/>
Webaroo</a>, headquartered in Santa Clara is a new service that <a href=""http://www.beta.techcrunch.com/2006/04/10/store-web-content-offline-with-webaroo/"">launched in April</a> that allows PC users (no Mac support yet) users to access cached web content when they are offline. Webaroo offers pre-selected content, called “web packs”, and users can also cache whatever websites they would like to have access to. For more, see the TechCrunch Webaroo review <a href=""http://www.beta.techcrunch.com/2006/04/10/store-web-content-offline-with-webaroo/"">here</a>.</p>, <p><big> <strong>PostApp</strong></big></p>, <p><a href=""http://www.postapp.com/"">PostApp</a> is a new company that allows users to pull web services directly into their blog or other website without having the technical skills to use the API supplied by the service provider. With the explosion of widgets, PostApp may be the right application at the right time. They also secured $1.5 million in funding from Hummer Winblad. See the full profile <a href=""http://www.beta.techcrunch.com/2006/06/22/postapp-launches-widgetbox-a-marketplace-for-widgets/"">here</a>.</p>, <p><big> <strong>Vpod.tv</strong></big><br/>
<a href=""http://www.vpod.tv""><br/>
Vpod.tv</a> was one of my favorite companies presenting at a <a href=""http://www.beta.techcrunch.com/2006/05/19/europe-shows-its-stuff-innovate-2006/"">conference in Spain</a> last month. It is a video sharing site, similar to YouTube, but that focuses on transcoding to most video devices (ipod, PSP, etc.) and allowing users to download video to those devices. They also have an innovative approach to monetization. See the full TechCrunch post <a href=""http://www.beta.techcrunch.com/2006/05/19/vpodtv-raises-51-million-damn-good-video-site/"">here</a>, which also discusses their $5.1 million funding.</p>, <p><big> <strong>Ether</strong></big></p>, <p><a href=""http://www.ether.com"">Ether</a> officially launched at Supernova. They’ve created an “ebay for services” that allows people who wish to sell their time on the phone to do so. Place an Ether logo on your site – when someone clicks on it they can set up a time to speak with you according to the terms you’ve set (price, time of call, etc.). When your phone rings, there is a person on the other end who has already given their credit card information and is looking for your advice. Ether went into <a href=""http://www.beta.techcrunch.com/2006/03/01/super-stealth-ether-to-launch-tonight/"">beta in March</a>, and we covered the official launch <a href=""http://www.beta.techcrunch.com/2006/06/22/ether-pay-per-call-launches-for-public-use/"">here</a>.</p>, <p><big> <strong>Lifeio</strong></big></p>, <p>Bruce Spector from <a href=""http://www.attap.com"">attap</a> gave the Supernova audience a very early look at <a href=""http://www.lifeio.com"">Lifeio</a>, “the new life organizer”. Lifeio will combine instant messaging, email, calendaring, contacts, to-do lists, etc in a multipage Ajax site (from what I saw it looks like Lifeio is competing with <a href=""http://www.beta.techcrunch.com/tag/goowy"">Goowy</a>, <a href=""http://www.beta.techcrunch.com/tag/netvibes"">Netvibes</a>, <a href=""http://www.beta.techcrunch.com/tag/pageflakes"">Pageflakes</a>, etc.). Lifeio is also opensourcing the platform framework, called <a href=""http://www.jitsu.org"">jitsu</a>. Look for more details as the September launch date approaches, and sign up for the beta on the <a href=""http://www.lifeio.com"">Lifeio</a> homepage.</p>, <p>Other <a href=""http://www.attap.com"">attap</a> companies include Riffs, Buzzvote and personal DNA.</p>, <p><big> <strong>GearON</strong></big></p>, <p><a href=""http://www.protomobl.com/"">GearON</a>, a mobile service launching this month from ProtoMobl, centers on your phone’s contact list and creates a social network around it to share photos, music, events and venue information. See the flash demo of GearON <a href=""http://protomobl.com/onhwood.php"">here</a> to get a better idea of what it’s all about. Their launch will be covered on <a href=""http://www.mobilecrunch.com"">MobileCrunch</a> as well as here at TechCrunch.</p>, <p><big> <strong>Soonr</strong></big></p>, <p><a href=""http://www.soonr.com"">Soonr</a> is a new mobile platform that we’ve <a href=""http://www.beta.techcrunch.com/2006/05/03/soonr-use-skype-on-your-cell-phone/"">previously covered</a> at TechCrunch. One of the most useful applications they’ve launched so far is the ability to use Skype on a normal cell phone (all you pay for are the Skype-out charges from Skype to your own cell, and you can then use Skype to call anyone on your Skype list). The <a href=""http://www.beta.techcrunch.com/2006/06/30/soonr-brings-mac-desktop-to-your-phone/"">Mac version</a> of Soonr was announced at Supernova.</p>, <p><big> <strong>Zixxo</strong></big></p>, <p>There are a few ways to look at Zixxo.  <a href=""http://www.beta.techcrunch.com/2006/04/12/local-coupons-at-zixxo/"">For users</a> they will deliver highly targeted local and national coupons to you based on whatever personal and demographic information you choose to share with them. For businesses, they are a very cost-effective way of reaching consumers who actually want to receive these coupons. For third parties there is a revenue share opportunity for bringing users and/or businesses to the network. Zixxo is still very young, but the core idea is strong. Look for a potential quick acquisition of this company if they start to get traction.</p>, <p><big> <strong>Attensa</strong></big></p>, <p>Craig Barnes, the CEO of <a href=""http://www.attensa.com"">Attensa</a>, talked about how his suite of RSS reader applications (mobile, outlook, online) analyze user behaviors to recommend specific content and help people deal with information overload. They’ve also just released a new version of Attensa for outlook. TechCrunch posts on Attensa are <a href=""http://www.beta.techcrunch.com/tag/attensa"">here</a>.</p>, <p><big> <strong>Netvibes</strong></big></p>, <p>Founder and Co-CEO Tariq Krim gave the audience an overview of London and Paris-based <a href=""http://www.netvibes.com"">Netvibes</a>, the Ajax home page that has seen tremendous growth and now has millions of passionate users. Netvibes now has an active community of independent developers creating modules for the site. Netvibes is on a roll. TechCrunch posts are <a href=""http://www.beta.techcrunch.com/tag/netvibes"">here</a>.</p>, <p><big> <strong>StumbleUpon</strong></big></p>, <p><a href=""http://www.stumbleupon.com"">StumbleUpon</a> is a social browsing application. Users download a browser toolbar and can find popular sites in different categories, vote on sites, etc. Stumbleupon has nearly 1 million registered users in 139 countries, who “stumble” 2.2 million sites er day. <a href=""http://www.stumbleupon.com/ads/"">Advertisers</a> can get their ads in front of a targeted audience for 5 cents an impression. I use this service.</p>]"
Nyko's Intercooler Causes Problems For Xbox 360,"[<p id=""speakable-summary""><img class=""center"" src=""https://beta.techcrunch.com/wp-content/uploads/2007/01/139947366245405b3ff1273.jpg""/></p>, <p>The Intercooler is a 3-fan venting system that attaches to the back of the Xbox 360, keeping the console cool and improving console performance. Seeing as how my Xbox 360 has never given me any problems (and it’s from the first batch of consoles), I haven’t gotten a chance to use the Intercooler myself, which turns out to be a good thing. Nyko’s Intercooler has been named a cause for Xbox 360’s “rings of death” (red lights that flash on your Xbox 360 console telling you that you’re screwed). Once these lights come on, owners usually have to contact Xbox support and send their consoles back in for repair.</p>, <p>Game World Industries contacted a couple different Microsoft customer service representatives to talk about the issue, both reps stated that the Intercooler causes problems for the Xbox 360. The first representatives stated that Nyko’s Intercooler drains too much power from the Xbox 360, which was manufactured with enough power to support only itself. The Intercooler drains a large amount of power when the console starts up, which causes certain components to not get the power they need to run correctly, which can then lead to the death of the console. The second rep stated that they had seen “scorch marks” on the console from the Intercooler – probably just dust. If you send in your Xbox 360 and these scorch marks are present, Microsoft will send you your console back untouched (The Intercooler is not a licensed Microsoft product). They did, however, recommend switching to Pelican’s fan stand, which connects to the console via USB.</p>, <p>When Aaron, from Gaming World Industries, bought the Intercooler himself to test out the product, it only worked for 2 months before it killed his Xbox 360. He called Nyko for an explanation, it stated that like most products on the market, the Intercooler has a small defect rate and is a reliable product. Now, no one really knows who to blame. Is Microsoft using the Nyko’s Intercooler as a scapegoat? Or is Nyko essentially responsible for Xbox 360 deaths? Perhaps, with the rise of the Wii, the point will be moot.</p>, <p><a href=""http://www.gwn.com/articles/article.php/id/813/p/3/"">Nyko’s Intercooler Causes Problems For Xbox 360</a> [Gaming World Industries]</p>]"
Cotopia 2.0 Beta Testing,"[<p id=""speakable-summary""><img alt=""cotopia.jpg"" class=""right"" src=""http://old.mobilecrunch.com/wp-content/cotopia.jpg""/>While every couple of years there is fresh competition in the electronic entertainment space in the living room, the real sleeping giant with video games is mobile handsets. Unlike even the Nintendo or Sony platforms, cellular phones, PDAs and other devices are purchased by people who aren’t otherwise “gamers.” Gaming is also one of the leading revenue streams for mobile developers.</p>, <p>At MobileCrunch we take the business of gaming seriously, hence our newly launched weekly MobileCrunchArcade round-up. But this week we’re getting word that Cotopia has launched its 2.0 version and is currently seeking beta testers. So rather than wait until next week to post, we’re bringing this news today.</p>, <p>What makes Cotopia interesting is that it is offering the kinds of games that those aforementioned non-gamers might most enjoy. Titles such as Chess, Reversi, Connect 4 and others. But the really interesting part is that Cotopia offers a free multiplayer experience, so you get in a quick game with a friend across the room or across the country. Considering that mobile handsets have that built in connectivity these functionality seems to be a no-brainer, yet many developers are only slowly testing the waters.</p>, <p>Look for more Cotopia news on MobileCrunchArcade. We’re likely going to be hearing a lot from them.</p>, <p><a href=""http://www.cotopia.com/index.html"">Cotopia</a></p>]"
PalTalk to offer massive multiperson video chat for social networks,"[<p id=""speakable-summary""><a href=""http://www.paltalk.com"" target=""_blank""><img alt="""" style=""float:left;""/></a><br/>
The video chat company <a href=""http://paltalk.com"" target=""_blank"">PalTalk</a> will go live on Monday with a new social networking service designed to be a proof of concept for the inclusion of video chat in social networks. PalTalk already has a thriving business in powering huge video chat rooms but the company believes their technology is the next logical step to create what they call Social Networking 3.0. If the first iteration was basic networking, 2.0 was layering richer self expression on the networks and 3.0 is real time video communication, they say. Makes sense to me.</p>, <p>PalTalk operates through a Windows desktop client and has already proven itself very scalable. It uses GAIM to create a consolidated buddy list across AIM, Yahoo Messenger and ICQ. The company says that its 4 million users often have 5,000 chat rooms open at any given time. The largest room they’ve had open at once included 3,000 people. Cringe-radio stars <a href=""http://www.opieandanthony.com/"" target=""_blank"">Opie and Anthony</a> use PalTalk for their chat room and regularly interact with between 1 and 2 thousand people at the same time. I asked the people behind PalTalk how that would be logistically feasible and they said there was a lot of hand-raising going on.</p>, <p>Monday’s launch of the social networking system, called People 2.0, will demonstrate the usefulness and feasibility of video chat in social networking, the company hopes. The technology will then be licensed anywhere that groups of people gather online. PalTalk’s technology is currently free to download, with a paid upgrade available but no prices or service level comparison easily discoverable.</p>, <p>The fact that there is no Mac version of PalTalk is a real shame and the company says that is one of their most frequent requests. The particular social networking implementation unveiled Monday is likely to be unimportant in its other features and details, but the company did tell me they were interested in pursuing open identity standards – for whatever that’s worth.</p>, <p>If social networking is really about more than just contacts between individuals and if people do want to connect in real time with a community of interest – then group video chat makes sense to me. Text chat in the social networking world is so anemic right now that I can imagine video chat setting the space on fire. Will people download desktop clients to access the function? Probably. Will they pay for it? Maybe, but licensees may offer it for free as well.</p>]"
Wirenode Brings Mobile Web Editing To Masses,"[<p id=""speakable-summary""><img alt=""wirenode.jpg"" class=""left"" src=""http://old.mobilecrunch.com/wp-content/wirenode.jpg""/>Anyone who says that the mobile Web is following the same path as the World Wide Web clearly doesn’t remember the mid-1990s. The Web didn’t launch with massive retailers, interactive forums and powerful search engines. The whole reason for the new vernacular of terms such as “surfing,” was because this was generally uncharted territory filled with small, and often times personal Web pages.</p>, <p>The Web had been around for a while before Amazon.com, Yahoo! and CNN ever bothered to go online. Back in the early days most Web sites were made at the personal level. But today editing a Web site for the mobile platform isn’t quite so easy as downloading a simple Web editor, or learning a few basic HTML tags. Part of the problem is that the mobile Web means that you’re not just coding for the PC or Mac, you have to consider dozens of constantly changing display sizes and make the pages easy enough to read and navigate on a very small screen.</p>, <p>This is where Wirenode comes in. This company provides a free mobile page editor, which even allows for the uploading of pictures and customization of your pages. The service is currently in beta, but users can register for the service to get coding. While the tools are clearly intended with everyone in mind, some basic HTML understanding will help.</p>, <p>But we’re pleased that the mobile Web isn’t going to have to leave out the little guy. After all, it was the little guy who made the Web what it is today.</p>, <p><a href=""http://www.wirenode.com//"">Wirenode</a></p>]"
Yahoo! China faces new copyright law,"[<p id=""speakable-summary""><a href=""http://cn.yahoo.com""><img alt="""" style=""float:right;""/></a>The International Federation for the Phonographic Industry, an organization with an antiquated name at the very least, has announced that <a href=""http://www.bloomberg.com/apps/news?pid=20601080&amp;sid=aZeZfAzpP.Ks"">it will file suit against Yahoo! China for copyright infringement</a> under a new law that came into effect in China this weekend.  The Federation says that around 90% of all music sold in China is pirated and Yahoo! China includes links to unaffiliated sites selling pirated music.  The whole thing leaves a terrible taste in my mouth.</p>, <p>When Yahoo! handed over information on a number of dissidents and reporters to the Chinese government, it said it was just following local laws.  Those individuals faced <a href=""http://www.rsf.org/article.php3?id_article=16402"">serious consequences</a>.  If international pressure is able to change Chinese law, those are the laws that should have been changed – not laws seeking to enforce a false scarcity over an ephemeral product like digital music.</p>, <p>When Google <a href=""http://news.google.com/news/url?sa=t&amp;ct=us/5-0&amp;fp=44a9bc6088b31c70&amp;ei=mSapRM-RDZigogL6icSgCQ&amp;url=http%3A//www.iht.com/articles/2006/06/28/business/lvmh.php&amp;cid=0"">lost its appeal in a French court last week</a> and was ruled guilty for including search results for counterfeit Louis Vuitton hand bags, most international observers thought it indicated an unrealistic and anti-American sentiment in France.  For some reason intellectual property infringement in music is taken far more seriously.  I hope people will think about the international politics at issue in the Yahoo! China case as well.</p>, <p>Specifically, it indicates a serious misplacement of priorities by US influence wielders.  Trying to change 90% of any practice seems like tilting at windmills to me, so I have a hard time believing that pressuring China to stop persecuting electronic dissidents isn’t happening because it’s unrealistic.  I think we all know why there aren’t serious resources invested in such a campaign – but I don’t know how much profit there was to be made in challenging apartheid South Africa, either.</p>, <p>Estimating damages from such practices in the developing world seems unrealistic, as it’s hard to imagine that most pirated goods would be bought at full market value if pirated alternatives were unavailable.  Having read about highly militarized raids on the producers of pirated movies in the developing world, tying this case into larger questions of IP law like drug patents (lobbyists tie them together) and thinking about that number – 90% – really makes me think that some other business model other than scarcity has got to emerge around fluid commodities like digital music.  For a good read on these topics, I recommend <a href=""http://www.powells.com/biblio?PID=28275&amp;cgi=product&amp;isbn=1565848047"">Information Feudalism: Who Owns the Knowledge Economy</a>.</p>, <p>Of all the laws to change in China, what a shame this is the one that international influence worked its power on.  What will Yahoo! Music do?  They weren’t willing to challenge Chinese law on human rights, will they do so when it comes to search results and listings?  If it makes sense for Yahoo! to change their practices in China, does it make sense for Google to change its practices in France?  What does this mean for search?</p>]"
Access MySpace with T-Mobile’s New Danger Powered Sidekick,"[<p id=""speakable-summary""><img alt=""myspace2.jpg"" height=""34""/>T-Mobile has tapped into Danger’s programming geniuses to provide an enhanced MySpace experience for the T-Mobile application Sidekick. Now, instead of using a Web browser to visit MySpace, customers can download the new MySpace application to enjoy a unique MySpace experience on Sidekick. This is being touted as the most powerful mobile MySpace service available. Users have complete real-time access to MySpace on their hand sets.</p>, <p> “Sidekick users are often the hub of their circle of friends, and MySpace is the No. 1 Web site our users visit on their device,” said Jeff Hopper, vice president of marketing at T-Mobile USA. “We’ve worked closely with MySpace and Danger to create a powerful MySpace Mobile experience that is uniquely tailored for the T-Mobile Sidekick. We think MySpace and Sidekick users are going to love having complete control over their MySpace universe right from the palm of their hand.”</p>, <p>Sidekick has been carefully crafted so that users can easily navigate all aspects of the MySpace Mobile content. The design is optimized to deliver data to each user easily, while preserving the features that MySpace visitors love on their PCs.</p>, <p>“Innovating on our mobile platform is one of the most important initiatives for us,” said Amit Kapur, vice president of business development for MySpace. “Given the high degree of MySpace and Sidekick usage overlap, we know our users will be thrilled to have this optimized experience.”</p>, <p>The relationship between T-Mobile and MySpace is more evidence to show that mobile devices are being mainstreamed into market strategies for businesses that started as PC based. The increased computing power of mobile phones creates new opportunities that successful companies are going to continue to tap into.</p>, <p><a href=""http://www.t-mobile.com/"">T-Mobile</a><br/>
<a href=""http://www.myspace.com/"">MySpace</a><br/>
<a href=""http://www.danger.com/"">Danger</a></p>]"
"It's Pumpkin-Carving Time, Bitches!","[<p id=""speakable-summary""><img/><br/>
I’ve never been a big fan of Halloween, but it was the one time during the year my mother let me play with knives whilst I mangled a pumpkin or two. However, much like the lack of creativity I exhibited in my costume choices (I actually dressed up as a sack of potatoes one year), my pumpkin carvings were of the standard triangles-squares-and-circles ilk. So I’m a little behind on the latest in pumpkin-carving technologies. Thankfully, the people at <a href=""http://www.extremepumpkins.com/index.html"">ExtremePumpkins.com</a> can fill you in on all the latest ways to destroy your gourds or turn them into works of art. Happy Halloween. </p>, <p>
</p>]"
No Contract Unlimited Calling from Sprint-Nextel?,"[<p id=""speakable-summary""><img alt=""sprintnextel1.jpg"" height=""76""/>Sprint’s chief executive Gary Forsee told a Goldman Sachs investor conference yesterday that Sprint is thinking about expanding the test area for an unlimited calling plan that doesn’t require customers to sign a contract. Customers pay a monthly fee for as long as the service is required or affordable. Rivals Leap Wireless and MetroPCS already offer commitment free unlimited calling plans.</p>, <p>People with poor credit are wary of signing contracts that lock them in to monthly payments for 12-24 months. Most unlimited calling plans require such a commitment. Sprint is hoping to add subscribers by enticing contract shy consumers with the bait of unlimited calling.</p>, <p>Plans offered by Rivals Leap and MetroPCS are limited to their coverage areas, which is in no way national in scope. Nextel has more national coverage in America and could make inroads into the less populated parts of the country, while competing in large markets. Mr. Forsee didn’t give any particularities about Sprint’s new venture, so you’ll have to keep reading MobileCrunch for updates.</p>, <p>Unlimited calling plans can be notorious for fees that consumers aren’t aware of because they don’t carefully read their contracts. This is also true with the unlimited plans offered by Rivals Leap Wireless and MetroPCS. For example, roaming minutes may be limited, which incur cost when calling outside the coverage area. Sprint can capitalize on the competition by pointing out its coverage is greater, reducing roaming costs.</p>, <p>Wireless providers like the accountable income stream that contracts provide. The largest providers may shun contract-less unlimited calling plans, keeping this as an enticement to commit to a long-term agreement. Since Sprint-Nextel is the #3 provider in the U.S., it is looking for divergent ways to increase its market share. No contract unlimited calling may be the gimmick that a cash strapped nation looks to for its mobile phone service in the future.</p>, <p><a href=""http://www.sprint.com/index.html"">Sprint</a><br/>
<a href=""http://www.leapwireless.com/"">Rivals Leap Wireless</a><br/>
<a href=""http://www.metropcs.com/"">MetroPCS </a></p>]"
FileMobile raises the bar for multimedia sharing,"[<p id=""speakable-summary""><a href=""http://www.filemobile.com""><img alt="""" style=""float:left;""/></a><br/>
<a href=""http://www.filemobile.com"">FileMobile</a> is a new service for storing, sharing and creating media files online.  It’s a flash based site that’s in alpha mode until September. The site supports video, photos, audio and documents.  There’s a flash uploader, email by phone <em>and</em> the capacity to record video directly into your Filemobile account through the Flash app.  When the system enters Beta status in September there will also be audio recording directly into FileMobile.</p>, <p>The Toronto based team behind FileMobile was originally self-funded but is now making b2b deals to fund continued development.  You can see FileMobile in action at sites for Canada’s <a href=""http://filemobile.blogs.com/edgefest/"">Edgefest</a> and <a href=""http://filemobile.blogs.com/scenemusicfestival/"">Scene</a> Music Festivals.</p>, <p><img alt="""" style=""float:right;""/>Alpha accounts are free and include 250 mb storage and 25mb item upload limits.  Larger paid accounts and premium features will be available in September.  The company is currently building up its infrastructure to move beyond the basic proof of concept stage and into being a commercially viable consumer facing service.</p>, <p>FileMobile is aimed at two primary customer groups, bloggers and media businesses.  Bloggers will like the auto posting function to a wide variety of blogging software.  Media companies will like making it easy for their customers to upload media they capture. It really is impressive that the system allows so many types of media to be easily uploaded and shared.  It’s only logical that video, photos, audio and documents be supported by the same system.  <a href=""http://multiply.com"">Multiply.com</a> is another service that deserves a write up and offers similar features.</p>, <p>When Mike made his post “<a href=""http://www.beta.techcrunch.com/2005/11/06/the-flickrs-of-video/"">Comparing the Flickrs of Video</a>” last November, that metaphor made sense.  I’m not so sure it does anymore, with more and more services supporting both photo and video.  I think FileMobile raises the bar even further and I’ll be excited to see it move out of alpha this fall.</p>]"
Visto for Lotus Domino,"[<p id=""speakable-summary""><img alt=""visto2.jpg"" class=""right"" src=""http://old.mobilecrunch.com/wp-content/visto2.jpg""/>Many road warriors – of the business kind that is, not the clad in leather Mad Max variety – swear by Lotus Domino, and this week mobile e-mail provider Visto Corporation has announced a marketing and enablement relationship with IBM. This will leverage the IBM Lotus Notes Traveler and help enable delivery of Visto’s Mobile for IBM Lotus Domino.</p>, <p>“In an age of increasing mobile usage, providing flexibility and choice to customers is demanded to address the range of IT configurations that can be found in businesses of all sizes,” said Michael Rhodin, general manager, Lotus Software, IBM Software Group.  “The combination of Lotus<br/>
Notes Traveler and Visto Mobile offers a compelling mobility solution for the millions of Lotus Notes users.”</p>, <p>This deal will mean that Big Blue and Visto will also collaborate on the marketing of Visto Mobile for Lotus Domino. It will also provide existing and new users with mobile access to e-mail, as well as calendar appointments, contacts and other data, which can then be pushed directly to the user’s mobile handset.</p>, <p>This could be a good solution for those who do a lot of traveling and need to stay connected to the home office, especially depending on what mobile devices are being used. Anything that allows one device to do more is always good in our book, provided it doesn’t mean redundancy or bog down the user experience with yet another layer of menus to navigate. However, Visto has always been good with seamless integration, so this could be just the right solution for weary road warriors – even of the leather clad variety.</p>, <p><a href=""http://www.visto.com"">Visto</a></p>]"
Pantech Launching Compact WinMo Smartphone,"[<p id=""speakable-summary""><img/>. Pantech’s not one to be crying on prom night, so they’re planning on a smartphone that runs Windows Mobile 5, but is small like a Motorola L7 SLVR. There’s going to be two slide-out keyboards, one a full QWERTY that slides out horizontally like the Cingular 8125 or Verizon XV8700, and another keypad to slide out vertically so you can dial, like Samsung’s slider phones.</p>, <p>No word on release date, but Boy Genius has some pics coming soon. And if there’s one thing we love almost as much as pictures of women, babies, puppies, kittens, cars, a boat, the Spruce Goose, and <a>, it’s pictures of phones.</a></p>, <p><a href=""http://www.boygeniusreport.com/2006/10/26/cingular-pantech-smartphone-part-2/"">Cingular Pantech Smartphone Part. 2</a> [Boy Genius]</p>]"
Mobile Users Come out Thumbplay,"[<p id=""speakable-summary""><img alt=""thumbplay.jpg"" class=""left"" src=""http://old.mobilecrunch.com/wp-content/thumbplay.jpg""/>Did you see something really funny on the street? Like a jogging Elvis or roller blading nun? Those are the sort of things we see all the time in New York (and things I like to talk about seeing). And do you want to share what you see? Well, you could send it to America’s Funniest Home Videos – I can’t believe that show is still on the air, nor can I believe anyone watches it – or to CNN. But the chances of getting airtime on TV are slim. This sounds like a perfect job for the Web instead.</p>, <p>Plus, we recently heard about Thumbplay.com, a Web 2.0 community that enables users to upload/download photos and videos from their mobile devices and host it on the site. Here users can share what they see, plus post comments and interact with users.</p>, <p>At this point the user-generated contact is about what you’d expect, in other words lots of stuff that people probably think is funny or interesting, but only to them. Thumbplay.com won’t be giving YouTube any competition in terms of high-quality user or flashy video. But that’s not the point. This is for those who want to record those special moments on their phone and share them for the world (even if the world doesn’t really care). So this will be a great place to post images of the rolling blading nun.</p>, <p><a href=""http://community.thumbplay.com/"">Thumbplay</a></p>]"
